celebrity_name,season,week,judge_score_total,judge_score_count,raw_zero_count,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,results,placement,judge_score_avg
Iman Shumpert,30,2,25.0,4,0,Daniella Karagach,Athlete,Illinois,United States,31,1st Place,1,6.25
Jimmie Allen,30,2,27.0,4,0,Emma Slater,Singer/Rapper,Delaware,United States,36,Eliminated Week 8,7,6.75
JoJo Siwa,30,2,31.0,4,0,Jenna Johnson,Social Media Personality,Nebraska,United States,18,2nd Place,2,7.75
Kenya Moore,30,2,24.0,4,0,Brandon Armstrong,TV Personality,Michigan,United States,50,Eliminated Week 6,10,6.0
Martin Kove,30,2,15.0,4,0,Britt Stewart,Actor/Actress,New York,United States,75,Eliminated Week 2,15,3.75
Matt James,30,2,22.0,4,0,Lindsay Arnold,Athlete,North Carolina,United States,29,Eliminated Week 4,12,5.5
Melanie C,30,2,30.0,4,0,Gleb Savchenko,Singer/Rapper,,England,47,Eliminated Week 5,11,7.5
Melora Hardin,30,2,27.0,4,0,Artem Chigvintsev,Actor/Actress,Texas,United States,54,Eliminated Week 9,6,6.75
"Mike ""The Miz"" Mizanin",30,2,26.0,4,0,Witney Carson,Athlete,Ohio,United States,40,Eliminated Week 7,9,6.5
Olivia Jade,30,2,27.0,4,0,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,Eliminated Week 8,8,6.75
Suni Lee,30,2,28.0,4,0,Sasha Farber,Athlete,Minnesota,United States,18,Eliminated Week 9,5,7.0
Amanda Kloots,30,3,24.0,3,0,Alan Bersten,TV Personality,Ohio,United States,39,4th Place,4,8.0
Brian Austin Green,30,3,19.0,3,0,Sharna Burgess,Actor/Actress,California,United States,48,Eliminated Week 4,13,6.333333333333333
Christine Chiu,30,3,21.0,3,0,Pasha Pashkov,TV Personality,,Taiwan China,38,Eliminated Week 3,14,7.0
Cody Rigsby,30,3,18.0,3,0,Cheryl Burke,Fitness Instructor,California,United States,34,3rd Place,3,6.0
Iman Shumpert,30,3,19.0,3,0,Daniella Karagach,Athlete,Illinois,United States,31,1st Place,1,6.333333333333333
Jimmie Allen,30,3,20.0,3,0,Emma Slater,Singer/Rapper,Delaware,United States,36,Eliminated Week 8,7,6.666666666666667
JoJo Siwa,30,3,24.0,3,0,Jenna Johnson,Social Media Personality,Nebraska,United States,18,2nd Place,2,8.0
Kenya Moore,30,3,21.0,3,0,Brandon Armstrong,TV Personality,Michigan,United States,50,Eliminated Week 6,10,7.0
Martin Kove,30,3,0.0,3,3,Britt Stewart,Actor/Actress,New York,United States,75,Eliminated Week 2,15,0.0
Matt James,30,3,20.0,3,0,Lindsay Arnold,Athlete,North Carolina,United States,29,Eliminated Week 4,12,6.666666666666667
Melanie C,30,3,22.0,3,0,Gleb Savchenko,Singer/Rapper,,England,47,Eliminated Week 5,11,7.333333333333333
Melora Hardin,30,3,23.0,3,0,Artem Chigvintsev,Actor/Actress,Texas,United States,54,Eliminated Week 9,6,7.666666666666667
"Mike ""The Miz"" Mizanin",30,3,22.0,3,0,Witney Carson,Athlete,Ohio,United States,40,Eliminated Week 7,9,7.333333333333333
Olivia Jade,30,3,24.0,3,0,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,Eliminated Week 8,8,8.0
Suni Lee,30,3,21.0,3,0,Sasha Farber,Athlete,Minnesota,United States,18,Eliminated Week 9,5,7.0
Amanda Kloots,30,4,34.0,4,0,Alan Bersten,TV Personality,Ohio,United States,39,4th Place,4,8.5
Brian Austin Green,30,4,26.0,4,0,Sharna Burgess,Actor/Actress,California,United States,48,Eliminated Week 4,13,6.5
Christine Chiu,30,4,0.0,4,4,Pasha Pashkov,TV Personality,,Taiwan China,38,Eliminated Week 3,14,0.0
Cody Rigsby,30,4,29.0,4,0,Cheryl Burke,Fitness Instructor,California,United States,34,3rd Place,3,7.25
Iman Shumpert,30,4,31.5,4,0,Daniella Karagach,Athlete,Illinois,United States,31,1st Place,1,7.875
Jimmie Allen,30,4,32.5,4,0,Emma Slater,Singer/Rapper,Delaware,United States,36,Eliminated Week 8,7,8.125
JoJo Siwa,30,4,35.0,4,0,Jenna Johnson,Social Media Personality,Nebraska,United States,18,2nd Place,2,8.75
Kenya Moore,30,4,29.5,4,0,Brandon Armstrong,TV Personality,Michigan,United States,50,Eliminated Week 6,10,7.375
Martin Kove,30,4,0.0,4,4,Britt Stewart,Actor/Actress,New York,United States,75,Eliminated Week 2,15,0.0
Matt James,30,4,28.5,4,0,Lindsay Arnold,Athlete,North Carolina,United States,29,Eliminated Week 4,12,7.125
Melanie C,30,4,33.0,4,0,Gleb Savchenko,Singer/Rapper,,England,47,Eliminated Week 5,11,8.25
Melora Hardin,30,4,36.5,4,0,Artem Chigvintsev,Actor/Actress,Texas,United States,54,Eliminated Week 9,6,9.125
"Mike ""The Miz"" Mizanin",30,4,32.5,4,0,Witney Carson,Athlete,Ohio,United States,40,Eliminated Week 7,9,8.125
Olivia Jade,30,4,35.0,4,0,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,Eliminated Week 8,8,8.75
Suni Lee,30,4,34.0,4,0,Sasha Farber,Athlete,Minnesota,United States,18,Eliminated Week 9,5,8.5
Amanda Kloots,30,5,39.0,4,0,Alan Bersten,TV Personality,Ohio,United States,39,4th Place,4,9.75
Brian Austin Green,30,5,0.0,4,4,Sharna Burgess,Actor/Actress,California,United States,48,Eliminated Week 4,13,0.0
Christine Chiu,30,5,0.0,4,4,Pasha Pashkov,TV Personality,,Taiwan China,38,Eliminated Week 3,14,0.0
Cody Rigsby,30,5,32.0,4,0,Cheryl Burke,Fitness Instructor,California,United States,34,3rd Place,3,8.0
Iman Shumpert,30,5,28.0,4,0,Daniella Karagach,Athlete,Illinois,United States,31,1st Place,1,7.0
Jimmie Allen,30,5,34.0,4,0,Emma Slater,Singer/Rapper,Delaware,United States,36,Eliminated Week 8,7,8.5
JoJo Siwa,30,5,40.0,4,0,Jenna Johnson,Social Media Personality,Nebraska,United States,18,2nd Place,2,10.0
Kenya Moore,30,5,36.0,4,0,Brandon Armstrong,TV Personality,Michigan,United States,50,Eliminated Week 6,10,9.0
Martin Kove,30,5,0.0,4,4,Britt Stewart,Actor/Actress,New York,United States,75,Eliminated Week 2,15,0.0
Matt James,30,5,0.0,4,4,Lindsay Arnold,Athlete,North Carolina,United States,29,Eliminated Week 4,12,0.0
Melanie C,30,5,36.0,4,0,Gleb Savchenko,Singer/Rapper,,England,47,Eliminated Week 5,11,9.0
Melora Hardin,30,5,36.0,4,0,Artem Chigvintsev,Actor/Actress,Texas,United States,54,Eliminated Week 9,6,9.0
"Mike ""The Miz"" Mizanin",30,5,32.0,4,0,Witney Carson,Athlete,Ohio,United States,40,Eliminated Week 7,9,8.0
Olivia Jade,30,5,36.0,4,0,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,Eliminated Week 8,8,9.0
Suni Lee,30,5,36.0,4,0,Sasha Farber,Athlete,Minnesota,United States,18,Eliminated Week 9,5,9.0
Amanda Kloots,30,6,38.0,4,0,Alan Bersten,TV Personality,Ohio,United States,39,4th Place,4,9.5
Brian Austin Green,30,6,0.0,4,4,Sharna Burgess,Actor/Actress,California,United States,48,Eliminated Week 4,13,0.0
Christine Chiu,30,6,0.0,4,4,Pasha Pashkov,TV Personality,,Taiwan China,38,Eliminated Week 3,14,0.0
Cody Rigsby,30,6,36.0,4,0,Cheryl Burke,Fitness Instructor,California,United States,34,3rd Place,3,9.0
Iman Shumpert,30,6,40.0,4,0,Daniella Karagach,Athlete,Illinois,United States,31,1st Place,1,10.0
Jimmie Allen,30,6,38.0,4,0,Emma Slater,Singer/Rapper,Delaware,United States,36,Eliminated Week 8,7,9.5
JoJo Siwa,30,6,40.0,4,0,Jenna Johnson,Social Media Personality,Nebraska,United States,18,2nd Place,2,10.0
Kenya Moore,30,6,32.0,4,0,Brandon Armstrong,TV Personality,Michigan,United States,50,Eliminated Week 6,10,8.0
Martin Kove,30,6,0.0,4,4,Britt Stewart,Actor/Actress,New York,United States,75,Eliminated Week 2,15,0.0
Matt James,30,6,0.0,4,4,Lindsay Arnold,Athlete,North Carolina,United States,29,Eliminated Week 4,12,0.0
Melanie C,30,6,0.0,4,4,Gleb Savchenko,Singer/Rapper,,England,47,Eliminated Week 5,11,0.0
Melora Hardin,30,6,34.0,4,0,Artem Chigvintsev,Actor/Actress,Texas,United States,54,Eliminated Week 9,6,8.5
"Mike ""The Miz"" Mizanin",30,6,34.0,4,0,Witney Carson,Athlete,Ohio,United States,40,Eliminated Week 7,9,8.5
Olivia Jade,30,6,36.0,4,0,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,Eliminated Week 8,8,9.0
Suni Lee,30,6,36.0,4,0,Sasha Farber,Athlete,Minnesota,United States,18,Eliminated Week 9,5,9.0
Amanda Kloots,30,7,34.0,4,0,Alan Bersten,TV Personality,Ohio,United States,39,4th Place,4,8.5
Brian Austin Green,30,7,0.0,4,4,Sharna Burgess,Actor/Actress,California,United States,48,Eliminated Week 4,13,0.0
Christine Chiu,30,7,0.0,4,4,Pasha Pashkov,TV Personality,,Taiwan China,38,Eliminated Week 3,14,0.0
Cody Rigsby,30,7,36.0,4,0,Cheryl Burke,Fitness Instructor,California,United States,34,3rd Place,3,9.0
Iman Shumpert,30,7,34.0,4,0,Daniella Karagach,Athlete,Illinois,United States,31,1st Place,1,8.5
Jimmie Allen,30,7,38.0,4,0,Emma Slater,Singer/Rapper,Delaware,United States,36,Eliminated Week 8,7,9.5
JoJo Siwa,30,7,39.0,4,0,Jenna Johnson,Social Media Personality,Nebraska,United States,18,2nd Place,2,9.75
Kenya Moore,30,7,0.0,4,4,Brandon Armstrong,TV Personality,Michigan,United States,50,Eliminated Week 6,10,0.0
Martin Kove,30,7,0.0,4,4,Britt Stewart,Actor/Actress,New York,United States,75,Eliminated Week 2,15,0.0
Matt James,30,7,0.0,4,4,Lindsay Arnold,Athlete,North Carolina,United States,29,Eliminated Week 4,12,0.0
Melanie C,30,7,0.0,4,4,Gleb Savchenko,Singer/Rapper,,England,47,Eliminated Week 5,11,0.0
Melora Hardin,30,7,38.0,4,0,Artem Chigvintsev,Actor/Actress,Texas,United States,54,Eliminated Week 9,6,9.5
"Mike ""The Miz"" Mizanin",30,7,32.0,4,0,Witney Carson,Athlete,Ohio,United States,40,Eliminated Week 7,9,8.0
Olivia Jade,30,7,42.0,4,0,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,Eliminated Week 8,8,10.5
Suni Lee,30,7,34.0,4,0,Sasha Farber,Athlete,Minnesota,United States,18,Eliminated Week 9,5,8.5
Amanda Kloots,30,8,42.0,4,0,Alan Bersten,TV Personality,Ohio,United States,39,4th Place,4,10.5
Brian Austin Green,30,8,0.0,4,4,Sharna Burgess,Actor/Actress,California,United States,48,Eliminated Week 4,13,0.0
Christine Chiu,30,8,0.0,4,4,Pasha Pashkov,TV Personality,,Taiwan China,38,Eliminated Week 3,14,0.0
Cody Rigsby,30,8,38.0,4,0,Cheryl Burke,Fitness Instructor,California,United States,34,3rd Place,3,9.5
Iman Shumpert,30,8,35.0,4,0,Daniella Karagach,Athlete,Illinois,United States,31,1st Place,1,8.75
Jimmie Allen,30,8,32.0,4,0,Emma Slater,Singer/Rapper,Delaware,United States,36,Eliminated Week 8,7,8.0
JoJo Siwa,30,8,41.0,4,0,Jenna Johnson,Social Media Personality,Nebraska,United States,18,2nd Place,2,10.25
Kenya Moore,30,8,0.0,4,4,Brandon Armstrong,TV Personality,Michigan,United States,50,Eliminated Week 6,10,0.0
Martin Kove,30,8,0.0,4,4,Britt Stewart,Actor/Actress,New York,United States,75,Eliminated Week 2,15,0.0
Matt James,30,8,0.0,4,4,Lindsay Arnold,Athlete,North Carolina,United States,29,Eliminated Week 4,12,0.0
Melanie C,30,8,0.0,4,4,Gleb Savchenko,Singer/Rapper,,England,47,Eliminated Week 5,11,0.0
Melora Hardin,30,8,42.0,4,0,Artem Chigvintsev,Actor/Actress,Texas,United States,54,Eliminated Week 9,6,10.5
"Mike ""The Miz"" Mizanin",30,8,0.0,4,4,Witney Carson,Athlete,Ohio,United States,40,Eliminated Week 7,9,0.0
Olivia Jade,30,8,36.0,4,0,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,Eliminated Week 8,8,9.0
Suni Lee,30,8,42.0,4,0,Sasha Farber,Athlete,Minnesota,United States,18,Eliminated Week 9,5,10.5
Amanda Kloots,30,9,39.5,4,0,Alan Bersten,TV Personality,Ohio,United States,39,4th Place,4,9.875
Brian Austin Green,30,9,0.0,4,4,Sharna Burgess,Actor/Actress,California,United States,48,Eliminated Week 4,13,0.0
Christine Chiu,30,9,0.0,4,4,Pasha Pashkov,TV Personality,,Taiwan China,38,Eliminated Week 3,14,0.0
Cody Rigsby,30,9,35.5,4,0,Cheryl Burke,Fitness Instructor,California,United States,34,3rd Place,3,8.875
Iman Shumpert,30,9,37.5,4,0,Daniella Karagach,Athlete,Illinois,United States,31,1st Place,1,9.375
Jimmie Allen,30,9,0.0,4,4,Emma Slater,Singer/Rapper,Delaware,United States,36,Eliminated Week 8,7,0.0
JoJo Siwa,30,9,40.0,4,0,Jenna Johnson,Social Media Personality,Nebraska,United States,18,2nd Place,2,10.0
Kenya Moore,30,9,0.0,4,4,Brandon Armstrong,TV Personality,Michigan,United States,50,Eliminated Week 6,10,0.0
Martin Kove,30,9,0.0,4,4,Britt Stewart,Actor/Actress,New York,United States,75,Eliminated Week 2,15,0.0
Matt James,30,9,0.0,4,4,Lindsay Arnold,Athlete,North Carolina,United States,29,Eliminated Week 4,12,0.0
Melanie C,30,9,0.0,4,4,Gleb Savchenko,Singer/Rapper,,England,47,Eliminated Week 5,11,0.0
Melora Hardin,30,9,36.0,4,0,Artem Chigvintsev,Actor/Actress,Texas,United States,54,Eliminated Week 9,6,9.0
"Mike ""The Miz"" Mizanin",30,9,0.0,4,4,Witney Carson,Athlete,Ohio,United States,40,Eliminated Week 7,9,0.0
Olivia Jade,30,9,0.0,4,4,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,Eliminated Week 8,8,0.0
Suni Lee,30,9,37.5,4,0,Sasha Farber,Athlete,Minnesota,United States,18,Eliminated Week 9,5,9.375
Amanda Kloots,30,10,39.0,4,0,Alan Bersten,TV Personality,Ohio,United States,39,4th Place,4,9.75
Brian Austin Green,30,10,0.0,4,4,Sharna Burgess,Actor/Actress,California,United States,48,Eliminated Week 4,13,0.0
Christine Chiu,30,10,0.0,4,4,Pasha Pashkov,TV Personality,,Taiwan China,38,Eliminated Week 3,14,0.0
Cody Rigsby,30,10,38.0,4,0,Cheryl Burke,Fitness Instructor,California,United States,34,3rd Place,3,9.5
Iman Shumpert,30,10,40.0,4,0,Daniella Karagach,Athlete,Illinois,United States,31,1st Place,1,10.0
Jimmie Allen,30,10,0.0,4,4,Emma Slater,Singer/Rapper,Delaware,United States,36,Eliminated Week 8,7,0.0
JoJo Siwa,30,10,40.0,4,0,Jenna Johnson,Social Media Personality,Nebraska,United States,18,2nd Place,2,10.0
Kenya Moore,30,10,0.0,4,4,Brandon Armstrong,TV Personality,Michigan,United States,50,Eliminated Week 6,10,0.0
Martin Kove,30,10,0.0,4,4,Britt Stewart,Actor/Actress,New York,United States,75,Eliminated Week 2,15,0.0
Matt James,30,10,0.0,4,4,Lindsay Arnold,Athlete,North Carolina,United States,29,Eliminated Week 4,12,0.0
Melanie C,30,10,0.0,4,4,Gleb Savchenko,Singer/Rapper,,England,47,Eliminated Week 5,11,0.0
Melora Hardin,30,10,0.0,4,4,Artem Chigvintsev,Actor/Actress,Texas,United States,54,Eliminated Week 9,6,0.0
"Mike ""The Miz"" Mizanin",30,10,0.0,4,4,Witney Carson,Athlete,Ohio,United States,40,Eliminated Week 7,9,0.0
Olivia Jade,30,10,0.0,4,4,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,Eliminated Week 8,8,0.0
Suni Lee,30,10,0.0,4,4,Sasha Farber,Athlete,Minnesota,United States,18,Eliminated Week 9,5,0.0
Charli D'Amelio,31,1,32.0,4,0,Mark Ballas,Social Media Personality,Connecticut,United States,18,1st Place,1,8.0
Cheryl Ladd,31,1,21.0,4,0,Louis van Amstel,Actor/Actress,South Dakota,United States,71,Eliminated Week 3,14,5.25
Daniel Durant,31,1,27.0,4,0,Britt Stewart,Actor/Actress,Michigan,United States,32,Eliminated Week 9,5,6.75
Gabby Windey,31,1,28.0,4,0,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,2nd Place,2,7.0
Heidi D'Amelio,31,1,24.0,4,0,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,Eliminated Week 8,8,6.0
Jason Lewis,31,1,18.0,4,0,Peta Murgatroyd,Actor/Actress,California,United States,51,Eliminated Week 1,16,4.5
Jessie James Decker,31,1,20.0,4,0,Alan Bersten,Singer/Rapper,,Italy,34,Eliminated Week 6,10,5.0
Jordin Sparks,31,1,26.0,4,0,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,Eliminated Week 7,9,6.5
Joseph Baena,31,1,23.0,4,0,Daniella Karagach,Actor/Actress,California,United States,24,Eliminated Week 5,11,5.75
Sam Champion,31,1,20.0,4,0,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,5.0
Selma Blair,31,1,28.0,4,0,Sasha Farber,Actor/Actress,Michigan,United States,50,Withdrew,12,7.0
Shangela,31,1,28.0,4,0,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,7.0
Teresa Giudice,31,1,20.0,4,0,Pasha Pashkov,TV Personality,New Jersey,United States,50,Eliminated Week 2,15,5.0
Trevor Donovan,31,1,21.0,4,0,Emma Slater,Actor/Actress,California,United States,39,Eliminated Week 9,6,5.25
Vinny Guadagnino,31,1,17.0,4,0,Koko Iwasaki,TV Personality,New York,United States,34,Eliminated Week 8,7,4.25
Wayne Brady,31,1,29.0,4,0,Witney Carson,Comedian,Georgia,United States,50,3rd Place,3,7.25
Charli D'Amelio,31,2,32.0,4,0,Mark Ballas,Social Media Personality,Connecticut,United States,18,1st Place,1,8.0
Cheryl Ladd,31,2,21.0,4,0,Louis van Amstel,Actor/Actress,South Dakota,United States,71,Eliminated Week 3,14,5.25
Daniel Durant,31,2,29.0,4,0,Britt Stewart,Actor/Actress,Michigan,United States,32,Eliminated Week 9,5,7.25
Gabby Windey,31,2,32.0,4,0,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,2nd Place,2,8.0
Heidi D'Amelio,31,2,28.0,4,0,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,Eliminated Week 8,8,7.0
Jason Lewis,31,2,0.0,4,4,Peta Murgatroyd,Actor/Actress,California,United States,51,Eliminated Week 1,16,0.0
Jessie James Decker,31,2,25.0,4,0,Alan Bersten,Singer/Rapper,,Italy,34,Eliminated Week 6,10,6.25
Jordin Sparks,31,2,27.0,4,0,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,Eliminated Week 7,9,6.75
Joseph Baena,31,2,24.0,4,0,Daniella Karagach,Actor/Actress,California,United States,24,Eliminated Week 5,11,6.0
Sam Champion,31,2,26.0,4,0,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,6.5
Selma Blair,31,2,28.0,4,0,Sasha Farber,Actor/Actress,Michigan,United States,50,Withdrew,12,7.0
Shangela,31,2,28.0,4,0,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,7.0
Teresa Giudice,31,2,23.0,4,0,Pasha Pashkov,TV Personality,New Jersey,United States,50,Eliminated Week 2,15,5.75
Trevor Donovan,31,2,30.0,4,0,Emma Slater,Actor/Actress,California,United States,39,Eliminated Week 9,6,7.5
Vinny Guadagnino,31,2,27.0,4,0,Koko Iwasaki,TV Personality,New York,United States,34,Eliminated Week 8,7,6.75
Wayne Brady,31,2,32.0,4,0,Witney Carson,Comedian,Georgia,United States,50,3rd Place,3,8.0
Charli D'Amelio,31,3,33.0,4,0,Mark Ballas,Social Media Personality,Connecticut,United States,18,1st Place,1,8.25
Cheryl Ladd,31,3,24.0,4,0,Louis van Amstel,Actor/Actress,South Dakota,United States,71,Eliminated Week 3,14,6.0
Daniel Durant,31,3,31.0,4,0,Britt Stewart,Actor/Actress,Michigan,United States,32,Eliminated Week 9,5,7.75
Gabby Windey,31,3,33.0,4,0,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,2nd Place,2,8.25
Heidi D'Amelio,31,3,32.0,4,0,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,Eliminated Week 8,8,8.0
Jason Lewis,31,3,0.0,4,4,Peta Murgatroyd,Actor/Actress,California,United States,51,Eliminated Week 1,16,0.0
Jessie James Decker,31,3,26.0,4,0,Alan Bersten,Singer/Rapper,,Italy,34,Eliminated Week 6,10,6.5
Jordin Sparks,31,3,29.0,4,0,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,Eliminated Week 7,9,7.25
Joseph Baena,31,3,29.0,4,0,Daniella Karagach,Actor/Actress,California,United States,24,Eliminated Week 5,11,7.25
Sam Champion,31,3,25.0,4,0,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,6.25
Selma Blair,31,3,28.0,4,0,Sasha Farber,Actor/Actress,Michigan,United States,50,Withdrew,12,7.0
Shangela,31,3,30.0,4,0,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,7.5
Teresa Giudice,31,3,0.0,4,4,Pasha Pashkov,TV Personality,New Jersey,United States,50,Eliminated Week 2,15,0.0
Trevor Donovan,31,3,27.0,4,0,Emma Slater,Actor/Actress,California,United States,39,Eliminated Week 9,6,6.75
Vinny Guadagnino,31,3,23.0,4,0,Koko Iwasaki,TV Personality,New York,United States,34,Eliminated Week 8,7,5.75
Wayne Brady,31,3,33.0,4,0,Witney Carson,Comedian,Georgia,United States,50,3rd Place,3,8.25
Charli D'Amelio,31,4,36.0,4,0,Mark Ballas,Social Media Personality,Connecticut,United States,18,1st Place,1,9.0
Cheryl Ladd,31,4,0.0,4,4,Louis van Amstel,Actor/Actress,South Dakota,United States,71,Eliminated Week 3,14,0.0
Daniel Durant,31,4,29.0,4,0,Britt Stewart,Actor/Actress,Michigan,United States,32,Eliminated Week 9,5,7.25
Gabby Windey,31,4,36.0,4,0,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,2nd Place,2,9.0
Heidi D'Amelio,31,4,34.0,4,0,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,Eliminated Week 8,8,8.5
Jason Lewis,31,4,0.0,4,4,Peta Murgatroyd,Actor/Actress,California,United States,51,Eliminated Week 1,16,0.0
Jessie James Decker,31,4,31.0,4,0,Alan Bersten,Singer/Rapper,,Italy,34,Eliminated Week 6,10,7.75
Jordin Sparks,31,4,34.0,4,0,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,Eliminated Week 7,9,8.5
Joseph Baena,31,4,28.0,4,0,Daniella Karagach,Actor/Actress,California,United States,24,Eliminated Week 5,11,7.0
Sam Champion,31,4,25.0,4,0,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,6.25
Selma Blair,31,4,32.0,4,0,Sasha Farber,Actor/Actress,Michigan,United States,50,Withdrew,12,8.0
Shangela,31,4,32.0,4,0,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,8.0
Teresa Giudice,31,4,0.0,4,4,Pasha Pashkov,TV Personality,New Jersey,United States,50,Eliminated Week 2,15,0.0
Trevor Donovan,31,4,28.0,4,0,Emma Slater,Actor/Actress,California,United States,39,Eliminated Week 9,6,7.0
Vinny Guadagnino,31,4,29.0,4,0,Koko Iwasaki,TV Personality,New York,United States,34,Eliminated Week 8,7,7.25
Wayne Brady,31,4,36.0,4,0,Witney Carson,Comedian,Georgia,United States,50,3rd Place,3,9.0
Charli D'Amelio,31,5,42.0,4,0,Mark Ballas,Social Media Personality,Connecticut,United States,18,1st Place,1,10.5
Cheryl Ladd,31,5,0.0,4,4,Louis van Amstel,Actor/Actress,South Dakota,United States,71,Eliminated Week 3,14,0.0
Daniel Durant,31,5,33.5,4,0,Britt Stewart,Actor/Actress,Michigan,United States,32,Eliminated Week 9,5,8.375
Gabby Windey,31,5,41.0,4,0,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,2nd Place,2,10.25
Heidi D'Amelio,31,5,39.0,4,0,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,Eliminated Week 8,8,9.75
Jason Lewis,31,5,0.0,4,4,Peta Murgatroyd,Actor/Actress,California,United States,51,Eliminated Week 1,16,0.0
Jessie James Decker,31,5,36.0,4,0,Alan Bersten,Singer/Rapper,,Italy,34,Eliminated Week 6,10,9.0
Jordin Sparks,31,5,35.5,4,0,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,Eliminated Week 7,9,8.875
Joseph Baena,31,5,35.0,4,0,Daniella Karagach,Actor/Actress,California,United States,24,Eliminated Week 5,11,8.75
Sam Champion,31,5,0.0,4,4,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,0.0
Selma Blair,31,5,40.0,4,0,Sasha Farber,Actor/Actress,Michigan,United States,50,Withdrew,12,10.0
Shangela,31,5,38.5,4,0,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,9.625
Teresa Giudice,31,5,0.0,4,4,Pasha Pashkov,TV Personality,New Jersey,United States,50,Eliminated Week 2,15,0.0
Trevor Donovan,31,5,36.0,4,0,Emma Slater,Actor/Actress,California,United States,39,Eliminated Week 9,6,9.0
Vinny Guadagnino,31,5,31.0,4,0,Koko Iwasaki,TV Personality,New York,United States,34,Eliminated Week 8,7,7.75
Wayne Brady,31,5,41.0,4,0,Witney Carson,Comedian,Georgia,United States,50,3rd Place,3,10.25
Charli D'Amelio,31,6,40.0,4,0,Mark Ballas,Social Media Personality,Connecticut,United States,18,1st Place,1,10.0
Cheryl Ladd,31,6,0.0,4,4,Louis van Amstel,Actor/Actress,South Dakota,United States,71,Eliminated Week 3,14,0.0
Daniel Durant,31,6,34.0,4,0,Britt Stewart,Actor/Actress,Michigan,United States,32,Eliminated Week 9,5,8.5
Gabby Windey,31,6,37.0,4,0,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,2nd Place,2,9.25
Heidi D'Amelio,31,6,36.0,4,0,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,Eliminated Week 8,8,9.0
Jason Lewis,31,6,0.0,4,4,Peta Murgatroyd,Actor/Actress,California,United States,51,Eliminated Week 1,16,0.0
Jessie James Decker,31,6,32.0,4,0,Alan Bersten,Singer/Rapper,,Italy,34,Eliminated Week 6,10,8.0
Jordin Sparks,31,6,34.0,4,0,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,Eliminated Week 7,9,8.5
Joseph Baena,31,6,0.0,4,4,Daniella Karagach,Actor/Actress,California,United States,24,Eliminated Week 5,11,0.0
Sam Champion,31,6,0.0,4,4,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,0.0
Selma Blair,31,6,0.0,4,4,Sasha Farber,Actor/Actress,Michigan,United States,50,Withdrew,12,0.0
Shangela,31,6,36.0,4,0,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,9.0
Teresa Giudice,31,6,0.0,4,4,Pasha Pashkov,TV Personality,New Jersey,United States,50,Eliminated Week 2,15,0.0
Trevor Donovan,31,6,34.0,4,0,Emma Slater,Actor/Actress,California,United States,39,Eliminated Week 9,6,8.5
Vinny Guadagnino,31,6,28.0,4,0,Koko Iwasaki,TV Personality,New York,United States,34,Eliminated Week 8,7,7.0
Wayne Brady,31,6,34.0,4,0,Witney Carson,Comedian,Georgia,United States,50,3rd Place,3,8.5
